CustomerID,frequency,recency,T,monetary_value
13807,2,369,736,157.125
13808,4,91,96,293.55
13809,2,155,460,276.325
13810,1,28,56,246.01
13811,2,56,239,277.875
13812,2,63,105,130.13
13813,7,695,734,354.6171429
13814,2,435,527,789.56
13815,7,644,666,962.4114286
13816,1,41,64,199.98
13817,1,322,351,254.28
13819,5,438,739,404.05
13820,2,263,681,212.765
13821,5,561,705,219.286
13822,1,35,40,163.62
13823,6,707,725,501.9833333
13824,11,605,637,292.5272727
13825,1,110,731,112.23
13827,2,86,143,148.53
13831,17,714,730,333.8105882
13832,1,403,422,52.2
13833,1,245,404,383.85
13834,1,94,670,121.74
13835,6,620,645,161.8033333
13836,1,15,414,299.5
13837,1,106,317,157.54
13838,5,574,579,289.926
13842,15,604,662,330.3466667
13846,3,375,399,288.3533333
13848,7,639,731,362.1428571
13849,4,573,624,739.9125
13851,6,585,680,734.5266667
13854,37,693,701,316.6456757
13855,3,232,732,332.2966667
13856,10,451,619,103.445
13857,4,178,571,196.565
13859,1,203,529,201.16
13860,3,85,86,280.0066667
13861,1,101,530,144.83
13862,8,371,389,276.17
13863,3,346,593,311.6766667
13865,3,231,289,126.0866667
13867,2,187,218,433.12
13868,1,31,38,2685
13869,9,569,692,751.5544444
13870,11,668,670,463.6854545
13871,15,698,720,488.79
13872,2,199,726,333.725
13873,7,527,646,127.0528571
13874,6,316,674,316.4666667
13875,12,670,723,387.4816667
13877,2,604,690,147.425
13878,3,550,604,611.9733333
13880,13,541,562,312.9453846
13881,31,642,645,1361.083871
13882,4,62,64,249.5925
13883,11,722,732,594.1245455
13884,7,463,470,225.2257143
13885,1,11,200,107.65
13888,4,456,575,429.655
13889,5,595,687,334.37
13890,12,733,734,226.1441667
13891,2,204,582,230.405
13892,5,549,575,148.482
13894,1,287,310,403.77
13895,5,709,737,635.504
13897,2,628,678,339.025
13898,1,86,411,155.93
13899,1,258,274,90.02
13900,5,441,624,270.018
13901,11,632,704,490.6572727
13902,4,93,725,8416.4
13904,1,257,294,131.52
13908,3,197,276,624.5166667
13909,1,98,521,170.39
13911,18,591,648,227.4305556
13914,1,25,36,305.38
13916,3,213,676,303.77
13917,1,142,191,206.66
13918,1,204,253,1014.64
13919,3,481,540,247.8033333
13920,3,131,562,417.01
13921,3,320,722,209.3166667
13922,2,116,467,221
13924,5,71,72,231.964
13925,2,42,134,149.065
13927,1,363,437,348.99
13928,3,123,133,120.1233333
13929,8,526,695,414.3
13930,1,79,136,127.34
13931,7,642,737,577.3828571
13933,1,39,148,307.8
13935,2,57,653,1898.445
13936,2,235,414,265.74
13937,1,233,402,158.85
13939,6,589,612,232.5966667
13940,3,127,144,206.84
13941,13,703,724,711.2369231
13945,1,85,479,338.5
13946,5,657,736,319.206
13948,3,376,736,131.0366667
13949,5,92,94,377.884
13950,3,235,246,188.5833333
13951,2,118,294,230.945
13952,10,507,724,1159.6731
13953,11,722,729,558.2436364
13954,1,69,70,212.51
13955,2,221,375,161.48
13956,4,266,271,225.3125
13957,2,242,659,177.705
13958,4,356,735,974.42
13959,5,432,511,204.304
13960,1,50,71,102.12
13962,2,414,435,84.775
13963,16,289,597,159.7025
13964,1,43,430,133.25
13965,2,228,704,204.15
13967,1,251,396,80.7
13969,32,617,624,394.1409375
13970,1,51,437,558
13971,13,665,683,338.4884615
13972,1,131,201,44.35
13974,1,533,582,413.59
13975,10,645,676,471.249
13976,3,463,669,305.65
13978,1,31,45,37.8
13979,5,664,737,635.23
13980,4,597,657,137.98
13982,8,650,689,397.6925
13983,18,702,731,365.4411111
13984,10,707,733,163.43
13985,21,665,669,466.5004762
13987,1,21,400,305.08
13988,7,606,625,635.3714286
13989,4,498,563,416.095
13991,4,131,143,181.6325
13992,2,433,463,71.8
13993,17,695,737,365.8211765
13994,5,145,148,397.114
13995,13,707,722,289.1007692
13996,1,13,399,403.38
13997,1,31,550,232.91
13998,2,130,576,151.325
13999,28,725,735,326.8467857
14000,4,527,738,463.585
14001,7,448,493,532.6114286
14002,1,22,156,304.94
14004,8,392,435,677.1625
14005,4,206,215,671.89
14006,6,538,653,311.0016667
14009,2,264,462,347.805
14011,1,127,607,165.48
14013,4,513,623,227.5925
14014,2,499,576,835.775
14016,10,540,701,1021.295
14019,2,92,138,518.66
14020,3,513,529,314.7766667
14021,6,437,592,235.915
14022,1,261,486,440
14023,1,243,250,310.93
14024,2,269,390,163.85
14025,7,119,583,546.35
14026,1,155,625,326.58
14029,1,81,144,302.46
14030,15,712,730,453.49
14031,38,730,737,960.8781579
14032,15,724,726,282.474
14034,1,135,157,174.98
14035,8,584,612,324.74875
14037,5,557,733,123.724
14038,4,596,674,591.3325
14039,1,542,575,152.2
14040,31,699,739,383.563871
14043,1,239,730,138.29
14044,8,659,685,355.18375
14045,13,592,701,814.6638462
14047,11,669,677,312.7154545
14048,1,77,382,409.93
14049,9,601,617,1351.283333
14050,1,75,106,260.38
14051,34,737,737,613.4829412
14052,1,371,390,225.36
14053,3,362,486,133.8333333
14055,2,618,724,623.32
14056,22,283,284,344.1063636
14057,18,714,737,457.0622222
14058,1,68,530,147.96
14060,27,634,638,323.3514815
14061,2,232,739,271.5
14062,21,721,730,1176.76381
14063,7,294,732,2893.948571
14064,13,659,688,219.0838462
14065,2,42,431,290.075
14067,1,33,96,150.03
14068,3,358,678,342.9833333
14069,1,47,561,110.44
14071,6,261,264,202.0283333
14075,5,537,541,344.974
14077,5,355,395,99.884
14078,8,520,621,148.625
14079,1,559,683,375.1
14080,4,706,738,220.2025
14081,7,428,730,582.8071429
14082,1,28,392,182.25
14083,9,718,722,113.1133333
14085,29,730,732,320.8217241
14087,2,734,736,297.015
14088,13,411,421,3949.358462
14091,1,44,699,4010.08
14092,21,717,724,337.7738095
14096,16,97,101,4071.434375
14097,1,164,645,290.86
14099,19,714,730,282.4431579
14101,12,548,621,775.4341667
14102,4,39,44,222.945
14104,4,406,560,146.265
14105,4,483,722,1335.6325
14107,10,680,731,471.404
14108,3,709,739,264.22
14110,31,736,739,409.7706452
14111,3,227,241,199.55
14112,9,633,655,533.4488889
14113,14,729,732,465.1407143
14114,6,333,606,175.0566667
14115,1,166,667,504.87
14116,4,102,121,265.6925
14119,1,344,719,116.89
14121,3,56,59,849.0166667
14122,2,332,738,136.36
14125,2,68,78,712.6
14126,2,437,444,353.065
14127,5,303,425,283.392
14128,2,491,551,318.75
14129,7,578,579,311.6314286
14130,3,410,729,506.3
14132,10,181,183,327.917
14133,2,605,734,302.82
14134,10,348,730,1046.219
14135,22,737,738,368.1531818
14136,4,332,732,317.0075
14138,1,62,63,344.17
14139,3,496,542,247.4933333
14140,1,28,31,394.06
14141,3,103,105,209.99
14142,1,273,646,311.81
14145,6,564,610,1036.075
14146,8,688,696,1087.67375
14147,6,562,640,390.3333333
14148,1,181,414,157.2
14150,1,324,359,352.46
14151,1,43,717,327.4
14152,5,585,660,339.206
14154,5,457,696,1186.072
14156,120,730,739,2603.090167
14157,4,627,646,206.46
14159,18,718,737,414.8416667
14160,6,89,699,794.515
14161,6,512,727,415.3
14162,1,119,292,111.68
14163,4,375,462,611.4775
14164,1,10,80,358
14166,1,121,626,141.15
14167,7,643,682,160.3342857
14168,1,144,564,67.5
14169,1,14,444,145.2
14170,2,20,395,210.655
14171,1,633,731,363.79
14172,2,37,642,124.335
14173,4,721,731,140.6
14175,7,568,627,975.2742857
14176,3,84,381,192.3
14177,8,566,652,217.15
14178,6,174,182,233.815
14179,1,12,52,163.25
14180,31,538,548,195.6677419
14181,1,152,562,94.45
14182,3,153,596,173.8233333
14183,1,70,481,138.76
14186,4,217,644,336.5725
14188,5,280,310,331.272
14189,14,386,388,332.4342857
14191,14,728,729,342.9828571
14193,2,329,396,426.695
14194,24,699,703,749.19875
14195,4,433,634,452.1
14198,8,686,704,179.31
14199,3,312,530,290.35
14201,9,528,588,112.3988889
14202,2,243,624,303.28
14204,3,736,738,217.8533333
14205,7,626,642,311.65
14206,2,163,402,321.28
14208,1,457,551,151.74
14209,14,677,687,338.3085714
14210,14,598,703,352.0471429
14211,15,678,731,280.966
14212,1,356,445,1070.48
14214,4,247,277,91.4325
14215,8,721,732,353.0925
14216,4,411,414,459.825
14217,21,526,527,137.237619
14219,2,489,493,119.095
14220,3,322,569,402.3666667
14221,13,570,612,467.0838462
14223,2,172,264,343.115
14224,8,434,544,185.1225
14225,3,263,697,462.5233333
14226,5,413,441,442.958
14227,9,644,670,658.9644444
14228,2,109,546,332.225
14229,5,420,471,440.88
14230,1,113,548,504.3
14231,3,267,450,308.57
14232,4,222,264,338.7225
14233,6,595,644,413.1616667
14234,3,35,57,135.2266667
14235,6,544,619,723.9683333
14236,4,425,505,313.4025
14237,1,217,590,161
14238,2,409,735,137.565
14239,20,692,735,206.321
14240,2,393,423,445.17
14241,1,514,697,213.7
14242,1,91,325,142.2
14243,16,468,476,291.084375
14245,1,44,263,688.35
14246,2,135,245,512.21
14247,4,273,551,142.3025
14248,2,197,515,360.485
14249,7,270,680,724.6444286
14250,1,82,89,675.22
14251,4,56,57,405.06
14253,1,130,623,158.05
14256,3,435,695,506.83
14257,8,584,648,595.63875
14258,21,727,736,1466.206667
14260,1,77,548,285.48
14261,1,28,78,219.7
14262,7,232,240,339.7471429
14264,5,457,611,206.956
14265,3,503,612,373.61
14267,1,98,260,679.88
14271,1,184,409,112.32
14272,3,509,582,248.74
14273,3,191,242,149.0566667
14275,4,212,607,252.945
14276,5,563,661,358.958
14277,7,712,727,2423.455714
14279,1,162,682,81.36
14282,24,660,663,264.74
14283,3,106,569,131.7966667
14284,2,624,654,297.625
14285,7,711,732,447.6028571
14286,5,713,736,1373.848
14287,1,190,198,93.35
14289,5,281,289,117.804
14290,7,721,732,520.8471429
14291,13,730,731,576.5838462
14292,10,623,630,852.167
14293,7,727,730,309.33
14295,4,692,732,588.2275
14296,1,153,574,288.15
14297,3,257,274,357.5766667
14298,44,721,729,2023.1975
14299,24,730,738,500.7554167
14301,3,550,667,561.6433333
14302,2,308,738,314.15
14303,1,27,434,115.34
14304,2,348,570,526.52
14305,2,64,135,407.38
14306,5,627,678,569.864
14307,8,645,733,505.7275
14309,10,542,550,311.657
14311,1,325,567,310.26
14312,10,458,504,230.496
14314,1,324,430,120
14315,7,590,634,404.6271429
14316,3,208,630,328.32
14320,4,482,688,282.6325
14321,6,463,473,306.8233333
14322,3,231,660,118.6333333
14323,1,124,238,305.24
14324,1,285,694,339.8
14326,2,290,532,316.765
14327,5,538,701,313.262
14329,13,707,724,735.9207692
14331,1,11,135,79
14332,4,394,416,338.9775
14334,11,552,568,349.2354545
14335,1,80,96,107.36
14336,3,260,276,360.1633333
14338,2,375,536,294.11
14339,1,186,428,309.52
14341,11,694,739,379.1090909
14342,5,451,472,151.432
14343,3,270,691,276.5033333
14344,19,499,626,138.8121053
14346,3,377,497,547.6066667
14350,2,156,430,294.19
14352,2,116,273,423.83
14353,2,216,431,95.73
14354,1,25,30,75.84
14355,2,262,627,269.455
14356,1,2,81,356.2
14358,1,39,428,150.6
14359,2,68,87,214.395
14360,2,63,94,496.77
14363,1,49,451,149.32
14364,6,103,211,499.7
14365,1,288,682,310.18
14367,12,268,276,687.055
14369,1,20,662,299.44
14370,4,227,677,229.6825
14372,1,156,599,269.73
14375,2,356,541,382.935
14377,1,71,262,302.45
14379,3,436,480,316.05
14381,1,399,451,202.68
14382,1,364,390,615.49
14383,2,125,163,502.8
14385,2,14,23,73.475
14387,2,77,109,643.42
14388,15,679,689,404.394
14389,4,525,590,417.4025
14390,10,415,425,546.96
14395,18,598,600,401.9516667
14396,5,673,738,293.132
14397,18,211,213,135.9733333
14398,1,126,527,261.3
14399,7,281,675,236.3942857
14400,2,482,631,538.11
14401,21,722,726,294.1061905
14403,5,509,639,340.822
14404,11,687,720,225.9309091
14407,5,169,276,360.11
14408,10,723,733,378.127
14409,7,496,567,403.8914286
14410,8,345,437,272.33375
14412,2,382,424,385.015
14413,3,328,690,213.94
14414,7,283,374,213.8542857
14415,22,723,724,521.4595455
14416,1,20,42,129.22
14418,2,105,108,893.405
14419,6,372,382,175.2983333
14420,3,593,692,412.79
14421,5,635,692,298.874
14422,18,723,723,547.2838889
14423,2,477,695,335.905
14425,2,304,738,219.145
14426,13,622,645,868.5153846
14427,3,581,631,222.8066667
14428,4,318,325,255.1275
14430,1,96,607,585.4
14431,3,386,688,692.3166667
14432,5,80,89,399.866
14434,5,51,72,212.4
14436,1,455,553,89.06
14437,4,218,583,126.965
14439,4,369,688,1733.995
14440,11,730,738,458.82
14441,10,691,691,424.225
14442,5,487,691,905.654
14443,4,326,379,355.05
14446,4,386,386,252.5875
14447,4,382,400,290.8075
14448,1,355,364,273
14449,6,418,436,329.6833333
14450,6,430,610,155.3933333
14451,11,632,692,286.2045455
14452,3,511,521,177.6333333
14454,4,358,734,212.84
14455,3,63,495,130.4533333
14456,7,137,142,410.7
14459,1,497,652,1837.92
14460,8,615,725,117.27
14461,11,543,691,579.2245455
14462,9,366,432,220.0633333
14463,3,401,499,176.54
14464,1,59,627,51
14465,9,456,702,404.5922222
14466,12,698,727,337.4458333
14467,11,721,738,190.3090909
14469,3,264,680,557.3366667
14470,2,419,430,230.595
14471,1,142,733,192.12
14472,8,587,690,231.58375
14473,1,208,282,149.34
14474,1,533,579,547.66
14475,3,337,408,308.6166667
14477,6,686,705,300.7666667
14478,3,357,739,331.46
14479,3,481,734,256.5266667
14480,3,708,719,331.89
14481,4,514,678,470.8425
14482,9,452,470,419.2577778
14483,1,456,737,137.1
14484,3,673,723,211.8433333
14486,1,42,553,78
14487,5,353,379,233.096
14489,3,405,612,374.6933333
14490,1,22,428,796.39
14491,1,197,372,213.73
14492,6,189,619,284.6333333
14493,9,634,641,503.7955556
14494,2,707,732,143.58
14495,2,610,660,61.9
14496,6,322,633,268.2716667
14497,1,365,674,475.37
14498,9,508,550,399.9611111
14499,6,443,469,290.78
14500,2,101,189,36
14501,1,136,319,184.28
14502,8,294,313,284.72
14503,5,175,178,589.238
14504,3,231,278,175.3433333
14505,15,714,731,732.58
14506,6,582,599,428.125
14507,9,707,730,338.36
14508,3,518,540,177.0366667
14510,1,61,436,505.75
14511,4,122,133,294.1625
14512,6,546,733,177.115
14513,5,468,568,103.31
14514,8,666,727,443.9625
14515,9,533,550,391.9955556
14517,1,108,141,78
14519,1,45,729,80.19
14520,1,289,290,105.6
14522,7,661,685,221.1742857
14524,7,385,416,311.3114286
14525,16,708,727,476.67125
14527,120,736,738,219.3903333
14529,2,50,110,221.685
14530,15,663,688,393.116
14532,10,463,699,356.983
14533,10,586,610,299.091
14534,25,632,634,232.6384
14535,8,594,654,683.61
14537,1,566,623,355.56
14538,4,620,684,229.56
14539,1,29,44,465.35
14540,10,724,733,355.314
14541,12,644,702,190.7208333
14543,35,711,739,408.3977143
14544,2,446,470,1002.15
14546,10,729,734,463.836
14547,7,51,54,500.5285714
14548,5,584,734,389.022
14549,3,427,738,200.11
14550,3,473,483,351.85
14551,4,664,682,182.31
14552,2,441,592,167.105
14553,6,490,509,223.2983333
14554,3,42,52,648.1866667
14555,5,665,722,402.676
14556,2,93,689,242.14
14558,2,77,732,174.525
14560,37,731,738,158.0386486
14561,2,109,184,429.345
14562,23,668,671,283.2630435
14563,1,83,592,147.15
14564,1,302,736,1616.44
14565,4,378,473,774.78
14566,3,423,533,1082.333333
14567,1,74,130,729.6
14569,3,602,603,138.51
14570,1,163,443,218.06
14572,9,618,621,571.9822222
14573,10,522,701,192.632
14577,6,717,729,191.135
14581,1,528,544,138.6
14583,7,616,621,203.0514286
14584,7,492,661,220.5042857
14585,4,366,416,230.405
14587,8,313,331,171.53
14590,18,309,733,160.2761111
14591,1,198,213,1116.19
14592,2,29,64,147.615
14593,7,710,731,463.9257143
14594,1,366,373,108.33
14595,7,670,689,280.3
14597,4,426,437,521.0325
14598,1,525,569,221.97
14599,1,119,509,279
14600,1,88,393,393.33
14605,2,358,732,356.48
14606,180,736,737,165.2020556
14607,13,710,725,1649.456154
14608,9,730,734,349.0355556
14609,9,597,669,159.2133333
14610,1,119,514,10.9
14611,1,155,598,312.93
14615,4,154,548,162.0275
14616,4,306,548,121.32
14617,1,13,415,109
14618,5,537,546,219.318
14619,1,296,541,394.44
14620,1,78,283,177.43
14621,8,683,684,310.2775
14623,9,570,602,195.35
14624,5,547,604,112.708
14625,9,528,724,434.8644444
14626,10,707,730,497.452
14628,4,593,684,404.7175
14629,1,43,47,352.08
14631,5,437,487,341.548
14634,3,104,541,148.04
14636,1,232,268,309.66
14639,6,610,662,705.5816667
14640,9,663,687,373.6866667
14643,4,559,729,332.3025
14644,5,670,737,381.844
14645,2,478,634,298.545
14646,90,737,738,5809.905333
14647,1,322,523,236.04
14648,12,314,730,355.9516667
14649,7,685,689,447.7571429
14651,7,564,631,235.5242857
14653,10,737,738,325.997
14655,6,588,596,484.3283333
14656,4,434,603,161.6
14657,5,418,435,245.588
14658,1,112,117,124.01
14659,8,307,315,242.095
14660,1,14,100,156.79
14662,6,709,737,210.955
14664,1,14,33,248.85
14665,5,532,592,494.01
14667,49,728,738,411.1055102
14669,4,497,738,601.3125
14670,1,453,733,392.86
14671,1,19,568,183.5
14672,3,447,681,319.0933333
14673,6,406,409,413.9433333
14675,1,372,388,596.36
14676,11,608,639,700.0790909
14679,2,351,732,425.35
14680,50,711,736,1103.3722
14681,4,583,654,199.175
14682,5,486,673,225.558
14684,5,365,390,240.302
14685,4,151,727,810.9325
14686,1,246,660,549.61
14687,2,445,551,545.2
14688,26,449,456,262.7361538
14690,3,366,410,178.52
14691,3,182,212,558.2433333
14692,11,480,617,140.57
14693,6,261,525,177.26
14695,1,214,733,622.54
14696,7,417,421,296.9928571
14698,4,50,51,179.8075
14699,3,311,525,153.38
14700,4,453,485,683.6725
14701,10,675,685,401.493
14702,28,729,730,206.61
14704,10,613,624,164.078
14707,1,141,576,69.6
14708,4,453,455,371.9525
14709,22,720,735,392.2786364
14710,12,723,737,155.0491667
14711,10,252,262,263.91
14712,3,389,418,305.69
14713,20,728,737,247.7535
14714,3,664,688,252.4133333
14715,7,666,690,219.86
14716,2,401,444,153.755
14719,4,248,249,339.595
14720,2,121,126,254.005
14722,2,339,486,150.235
14723,9,726,736,184.6033333
14725,2,510,534,492.965
14727,1,272,546,268.58
14729,1,252,625,313.49
14730,6,275,276,274.45
14731,2,165,212,126.18
14732,17,723,731,311.6188235
14733,14,386,402,838.6435714
14734,3,126,551,286.02
14735,39,733,736,304.315641
14737,3,397,400,388.1833333
14738,8,691,733,188.8375
14739,24,734,738,456.46625
14740,10,456,653,404.581
14741,6,406,417,233.39
14744,11,554,570,322.4672727
14745,9,525,637,237.3455556
14746,2,17,423,158.7
14748,8,616,645,289.7925
14751,1,42,727,61.35
14753,1,373,460,563.15
14754,5,647,691,238.264
14755,21,728,737,453.6857143
14756,2,409,424,634.03
14758,6,466,610,403.745
14759,2,228,232,526.86
14761,2,386,444,127.95
14762,1,363,626,300.52
14765,2,147,176,86.805
14766,10,543,551,505.62
14768,1,110,127,59.4
14769,16,722,724,909.028125
14770,7,421,653,385.9085714
14771,1,116,737,307.25
14775,2,314,372,302.67
14776,12,395,446,285.05
14778,1,181,308,396.81
14779,2,43,323,61.8
14780,1,25,79,114.88
14784,2,363,389,144.995
14785,1,5,15,37.92
14788,2,589,596,339.72
14790,9,713,729,246.4233333
14793,1,514,535,228.99
14794,9,485,487,203.59
14796,26,725,726,380.8965385
14798,7,596,648,76.70571429
14799,1,687,738,157.7
14800,15,388,435,449.0686667
14803,2,130,292,151.7
14805,6,606,621,147.4616667
14806,1,364,439,193.39
14807,1,260,650,154.5
14808,5,133,172,410.176
14810,12,389,429,185.34
14813,2,241,610,226.625
14815,1,31,67,226.92
14817,6,427,627,568.9716667
14818,5,574,647,209.602
14819,3,655,719,142.2066667
14820,8,657,678,144.945
14821,4,311,677,285.175
14823,1,14,194,110.78
14824,9,627,637,358.6011111
14825,23,609,612,194.5208696
14826,1,115,696,207.3
14828,12,537,733,763.0883333
14829,5,407,436,221.994
14831,1,57,738,842.82
14834,6,390,407,286.7166667
14835,1,89,617,118.8
14836,2,20,30,13.2
14837,8,596,685,397.83
14838,1,314,737,650.82
14839,2,287,705,245.11
14840,1,272,539,62.85
14841,13,685,738,505.0461538
14842,3,265,308,838.23
14844,7,543,606,791.6814286
14847,2,416,564,522.075
14849,22,678,699,677.7459091
14850,3,257,568,432.5466667
14851,2,607,630,255.675
14852,11,586,644,518.6718182
14853,4,581,605,239.1
14854,10,609,687,400.1
14855,4,491,610,1224.125
14856,1,20,56,308.11
14857,4,575,634,702.095
14859,3,542,554,451.2466667
14861,8,680,732,145.71625
14862,1,123,148,537.1
14865,3,732,739,20.44
14866,16,460,470,1296.03375
14867,14,550,735,196.3385714
14868,9,417,420,397.5288889
14869,5,716,724,481.332
14870,4,423,684,376.6
14871,8,736,739,135.39625
14872,2,150,633,256.31
14873,1,423,633,519.68
14875,2,334,441,732.66
14876,1,40,561,53.1
14877,1,224,642,219.15
14878,20,645,657,181.273
14880,2,211,288,280.695
14882,11,593,619,306.7954545
14883,4,193,211,112.7575
14885,2,334,465,678.46
14890,2,407,660,257.73
14891,3,288,436,301.91
14893,2,608,617,618.925
14894,2,653,738,596.555
14895,23,723,730,1015.35913
14896,7,530,734,218.25
14897,7,718,725,405.6257143
14898,13,714,737,234.7369231
14901,11,487,498,158.6945455
14902,2,528,553,318.61
14903,4,257,278,566.3625
14904,3,425,427,421.1633333
14905,7,580,737,244.7557143
14907,11,599,602,477.5454545
14908,1,389,463,277.8
14909,2,227,664,526.09
14910,3,52,54,73.31333333
14911,254,738,739,1144.437717
14912,4,667,683,462.395
14913,7,450,485,488.81
14915,9,646,737,178.7988889
14916,7,547,617,334.64
14918,7,495,610,728.6371429
14920,1,353,565,977.77
14921,1,171,201,413.06
14922,1,114,507,303.45
14924,2,394,639,310.435
14926,1,217,598,139.2
14929,1,389,421,223.88
14930,4,498,606,1077.4775
14931,4,236,240,241.17
14932,1,20,385,363.53
14933,1,1,444,885
14934,3,360,441,841.0566667
14935,1,322,619,1784.71
14936,7,550,583,1602.332857
14937,1,74,130,862.32
14940,1,317,734,349.48
14942,3,329,730,212.4033333
14944,11,632,661,785.6063636
14947,5,552,624,145.438
14948,5,196,219,164.714
14949,3,253,722,142.8466667
14952,22,678,737,785.975
14953,2,410,435,350.845
14954,1,692,704,294.85
14957,1,391,644,58.49
14958,5,590,737,151.126
14959,3,232,296,172.2533333
14960,1,163,171,132.97
14961,18,726,736,852.875
14962,3,314,584,81.73333333
14963,10,516,525,293.391
14966,4,711,725,231.8075
14967,3,688,737,582.12
14968,1,428,458,147.59
14970,9,596,664,502.6166667
14971,1,8,43,491.37
14972,1,253,381,114.77
14973,2,118,225,329.925
14975,1,364,421,279.94
14976,4,269,326,158.7275
14978,9,518,590,318.0166667
14981,1,177,423,102.12
14984,4,679,698,285.8775
14985,1,160,358,172.24
14986,1,309,685,239.72
14987,6,723,738,223.9666667
14988,6,391,602,278.01
14990,1,119,731,103.93
14994,4,241,623,191.255
14995,1,242,280,112.67
14997,3,610,656,182.0666667
14998,3,435,605,213.23
15002,8,582,697,432.53875
15003,5,210,683,133.064
15005,55,724,739,244.2763636
15006,1,402,453,480.38
15008,1,157,637,240
15009,2,13,25,333.76
15011,1,21,416,193.6
15012,2,523,576,202.52
15013,9,191,678,155.1944444
15014,1,133,176,139.94
15015,10,225,726,222.537
15016,3,371,543,160.1933333
15018,2,329,367,192.48
15021,10,490,498,226.552
15022,3,667,678,284.13
15023,18,672,675,605.2261111
15024,11,415,424,254.2581818
15025,1,535,568,361.96
15026,4,368,448,169.4875
15027,8,594,624,333.7825
15028,4,386,394,202.6325
15030,7,574,645,226.7485714
15031,11,728,732,259.4336364
15032,6,474,730,1584.108333
15033,9,325,329,222.2922222
15034,12,562,577,627.6941667
15036,2,107,179,188.205
15038,8,367,425,141.10375
15039,82,721,730,474.8491463
15041,1,274,444,179.93
15042,1,396,595,135.93
15043,5,502,533,491.228
15044,27,705,724,553.8
15045,1,106,257,346.76
15046,24,686,695,299.2025
15048,3,303,368,94.1
15050,3,455,480,933.3666667
15051,8,716,739,418.36125
15053,2,277,281,235.65
15054,1,28,40,133.68
15055,2,250,724,152.35
15057,4,460,735,737.965
15058,12,629,654,256.9941667
15059,15,694,734,214.0173333
15060,1,1,9,16.61
15061,67,736,739,1837.526567
15062,7,539,610,285.6985714
15064,3,308,718,309.8066667
15065,4,373,410,789.5325
15067,3,529,607,1032.746667
15068,3,575,621,280.01
15070,2,353,725,206.125
15071,3,477,570,429.7733333
15073,7,673,682,329.8742857
15074,2,362,467,596.735
15076,2,350,522,445.9
15077,1,237,731,1554.6
15078,35,729,736,482.1922857
15079,7,520,732,412.41
15080,1,74,501,184.9
15081,11,513,535,143.5336364
15084,1,266,645,615.8
15086,1,61,625,108.5
15088,1,46,67,295.88
15089,5,118,128,239.856
15091,1,608,675,480.71
15092,2,247,462,228.905
15093,19,714,732,708.0389474
15094,1,181,644,33
15095,7,585,688,409.5357143
15097,1,579,583,248.08
15100,6,369,702,329.45
15101,5,582,590,270.998
15102,1,16,546,198.78
15103,1,55,86,411.68
15104,1,86,282,618.9
15105,6,608,626,460.755
15106,4,252,269,252.955
15107,8,140,451,93.9375
15108,3,86,227,369.6166667
15109,2,491,736,375.95
15110,5,462,485,240.84
15111,4,563,592,538.89
15113,2,45,54,683.32
15114,11,391,421,271.2218182
15115,1,715,733,340.11
15116,3,187,204,291.0333333
15117,6,620,634,354.38
15121,1,238,288,162.57
15122,9,505,619,422.5722222
15123,4,626,633,1049.8775
15124,3,630,652,105.5966667
15125,14,593,618,997.7485714
15126,1,152,688,257.04
15127,1,454,519,406.53
15128,4,370,430,367.75
15129,20,560,610,327.974
15132,4,244,262,166.04
15133,4,393,520,322.03
15134,9,408,422,168.0655556
15135,1,317,556,139.05
15136,2,94,96,351.9
15137,1,161,681,430.58
15139,1,97,336,56.86
15140,6,390,442,392.375
15141,5,164,621,220.766
15142,4,454,500,545.975
15143,1,207,432,259.45
15144,23,719,727,512.6134783
15145,3,244,248,257.5
15146,1,127,291,492.94
15149,3,517,650,410.26
15150,11,526,543,632.1709091
15151,1,86,509,1116.26
15152,13,693,702,365.0530769
15154,1,403,478,254.28
15156,2,32,33,321.845
15157,4,727,730,551.4775
15158,1,356,401,401.4
15159,22,430,431,941.2822727
15160,3,64,421,162.6533333
15163,1,174,192,149.47
15164,8,623,691,228.07875
15167,3,354,674,322.73
15169,1,345,727,213.05
15172,4,228,236,319.4125
15173,6,237,617,183.09
15174,1,88,410,135.75
15179,12,719,737,560.7141667
15180,2,222,589,182.045
15181,4,666,732,259.37
15182,6,503,657,405.6768333
15183,2,37,584,173.95
15184,3,695,724,187.4
15186,4,683,697,309.95
15187,13,211,212,334.2753846
15189,42,508,509,412.4271429
15191,1,226,689,245.3
15192,4,561,680,338.7875
15194,26,734,737,449.4434615
15196,1,295,727,164
15197,5,719,729,351.91
15198,4,598,690,122.6375
15199,9,516,575,313.5
15201,5,524,611,309.978
15203,13,707,732,318.8076923
15205,1,42,127,176.94
15206,3,265,275,134.2
15207,2,131,547,137.96
15208,5,422,423,174.024
15210,2,350,575,437.135
15211,1,305,365,511.34
15212,1,135,376,101.8
15213,1,11,329,15.15
15214,7,241,242,163.7871429
15215,5,566,612,405.192
15216,1,531,618,96.6
15218,19,673,683,583.92
15219,1,472,648,305.75
15220,5,229,280,292.57
15221,3,271,637,579.6166667
15222,10,406,724,311.435
15223,4,510,735,296.9375
15224,4,336,694,196.99
15227,7,597,633,307.7728571
15228,5,433,499,923.972
15230,1,1,240,59.4
15232,1,27,140,301.7
15235,11,171,388,216.0981818
15237,3,226,227,157.8
